id	hate_type	hate_severity	to_whom	model
372950	Profane	Severe	Organization	xlm-roberta-base
685264	None	Little to None	None	xlm-roberta-base
890396	None	Little to None	None	xlm-roberta-base
544486	None	Little to None	None	xlm-roberta-base
542580	Abusive	Mild	None	xlm-roberta-base
67938	None	Little to None	None	xlm-roberta-base
918929	None	Little to None	None	xlm-roberta-base
431689	Profane	Severe	Individual	xlm-roberta-base
451170	None	Little to None	None	xlm-roberta-base
64000	None	Little to None	None	xlm-roberta-base
102246	None	Little to None	None	xlm-roberta-base
644596	Political Hate	Mild	Society	xlm-roberta-base
13985	None	Little to None	None	xlm-roberta-base
207452	Profane	Severe	Individual	xlm-roberta-base
817157	None	Little to None	None	xlm-roberta-base
319604	None	Little to None	None	xlm-roberta-base
842261	Profane	Severe	Individual	xlm-roberta-base
510728	Abusive	Mild	Individual	xlm-roberta-base
772285	Political Hate	Little to None	None	xlm-roberta-base
656732	None	Little to None	None	xlm-roberta-base
300378	None	Little to None	None	xlm-roberta-base
818079	Political Hate	Little to None	None	xlm-roberta-base
372083	None	Little to None	None	xlm-roberta-base
506828	Political Hate	Mild	Organization	xlm-roberta-base
684755	None	Little to None	None	xlm-roberta-base
152055	None	Little to None	None	xlm-roberta-base
933687	None	Little to None	None	xlm-roberta-base
759550	Abusive	Mild	Individual	xlm-roberta-base
75779	Political Hate	Mild	Organization	xlm-roberta-base
763875	Abusive	Mild	Individual	xlm-roberta-base
68920	Political Hate	Mild	Organization	xlm-roberta-base
292858	Profane	Severe	Individual	xlm-roberta-base
672834	None	Little to None	None	xlm-roberta-base
723457	Political Hate	Mild	Organization	xlm-roberta-base
188201	Political Hate	Severe	Organization	xlm-roberta-base
160207	None	Little to None	None	xlm-roberta-base
573389	None	Little to None	None	xlm-roberta-base
199832	Abusive	Mild	Organization	xlm-roberta-base
681193	None	Little to None	None	xlm-roberta-base
324164	None	Little to None	None	xlm-roberta-base
402151	None	Little to None	None	xlm-roberta-base
121878	None	Little to None	None	xlm-roberta-base
444605	Religious Hate	Severe	Community	xlm-roberta-base
50482	None	Little to None	None	xlm-roberta-base
881190	None	Little to None	None	xlm-roberta-base
97284	None	Little to None	None	xlm-roberta-base
187548	Political Hate	Little to None	Society	xlm-roberta-base
322988	Profane	Severe	Community	xlm-roberta-base
635359	Profane	Severe	Community	xlm-roberta-base
111839	Profane	Severe	Individual	xlm-roberta-base
651314	Abusive	Little to None	Organization	xlm-roberta-base
407319	Profane	Severe	Society	xlm-roberta-base
146763	None	Little to None	None	xlm-roberta-base
138065	None	Little to None	None	xlm-roberta-base
17399	None	Little to None	None	xlm-roberta-base
620003	None	Little to None	None	xlm-roberta-base
402502	Abusive	Severe	Individual	xlm-roberta-base
922070	Abusive	Severe	Individual	xlm-roberta-base
715247	None	Little to None	None	xlm-roberta-base
512744	None	Little to None	None	xlm-roberta-base
694899	None	Little to None	None	xlm-roberta-base
283684	None	Little to None	None	xlm-roberta-base
613100	Political Hate	Mild	Organization	xlm-roberta-base
330754	None	Little to None	None	xlm-roberta-base
456877	Profane	Severe	Organization	xlm-roberta-base
286453	Political Hate	Mild	Organization	xlm-roberta-base
74761	None	Little to None	None	xlm-roberta-base
56697	None	Little to None	None	xlm-roberta-base
657372	None	Little to None	None	xlm-roberta-base
778834	None	Little to None	None	xlm-roberta-base
754260	None	Little to None	None	xlm-roberta-base
381952	None	Little to None	None	xlm-roberta-base
327008	None	Little to None	None	xlm-roberta-base
468918	Abusive	Mild	Individual	xlm-roberta-base
311245	None	Little to None	None	xlm-roberta-base
501508	None	Little to None	None	xlm-roberta-base
550132	None	Little to None	None	xlm-roberta-base
205368	Abusive	Little to None	None	xlm-roberta-base
489891	Religious Hate	Mild	Individual	xlm-roberta-base
42902	Abusive	Little to None	None	xlm-roberta-base
639802	Profane	Severe	Individual	xlm-roberta-base
269844	Political Hate	Mild	Individual	xlm-roberta-base
831619	Abusive	Mild	Organization	xlm-roberta-base
12902	Political Hate	Severe	Community	xlm-roberta-base
121008	None	Little to None	None	xlm-roberta-base
917803	Abusive	Mild	Individual	xlm-roberta-base
435437	None	Little to None	None	xlm-roberta-base
122057	None	Little to None	None	xlm-roberta-base
69778	None	Little to None	None	xlm-roberta-base
670997	Abusive	Severe	Individual	xlm-roberta-base
473599	Profane	Severe	Individual	xlm-roberta-base
636245	None	Little to None	None	xlm-roberta-base
566867	None	Little to None	None	xlm-roberta-base
756011	Profane	Severe	Organization	xlm-roberta-base
174568	Profane	Severe	Individual	xlm-roberta-base
105295	None	Little to None	None	xlm-roberta-base
863034	None	Little to None	None	xlm-roberta-base
468481	Profane	Severe	Community	xlm-roberta-base
912288	None	Little to None	None	xlm-roberta-base
745195	Abusive	Mild	Organization	xlm-roberta-base
256415	Abusive	Mild	Individual	xlm-roberta-base
869891	Abusive	Mild	Organization	xlm-roberta-base
743989	Profane	Severe	Organization	xlm-roberta-base
211439	None	Little to None	None	xlm-roberta-base
342543	None	Little to None	None	xlm-roberta-base
791267	Political Hate	Mild	Organization	xlm-roberta-base
226741	None	Little to None	None	xlm-roberta-base
169304	Abusive	Mild	Individual	xlm-roberta-base
591650	None	Little to None	None	xlm-roberta-base
487687	Religious Hate	Mild	Community	xlm-roberta-base
454000	None	Little to None	None	xlm-roberta-base
242558	None	Little to None	None	xlm-roberta-base
672771	None	Little to None	None	xlm-roberta-base
736781	None	Little to None	None	xlm-roberta-base
375292	None	Little to None	None	xlm-roberta-base
628594	None	Little to None	None	xlm-roberta-base
863998	None	Little to None	None	xlm-roberta-base
582171	Political Hate	Little to None	None	xlm-roberta-base
495328	None	Little to None	None	xlm-roberta-base
245769	None	Little to None	None	xlm-roberta-base
845686	Political Hate	Little to None	Organization	xlm-roberta-base
360465	Religious Hate	Severe	Community	xlm-roberta-base
680298	Political Hate	Mild	Organization	xlm-roberta-base
384044	None	Little to None	None	xlm-roberta-base
698107	None	Little to None	None	xlm-roberta-base
124901	None	Little to None	None	xlm-roberta-base
898308	None	Little to None	None	xlm-roberta-base
191003	Political Hate	Severe	Individual	xlm-roberta-base
316236	None	Little to None	None	xlm-roberta-base
497882	Profane	Severe	Individual	xlm-roberta-base
553846	Profane	Severe	Community	xlm-roberta-base
268683	None	Little to None	None	xlm-roberta-base
671994	Abusive	Little to None	Community	xlm-roberta-base
73910	None	Little to None	None	xlm-roberta-base
114018	None	Little to None	None	xlm-roberta-base
628444	None	Little to None	None	xlm-roberta-base
721804	Profane	Severe	Society	xlm-roberta-base
851115	Profane	Severe	None	xlm-roberta-base
462071	Profane	Severe	Individual	xlm-roberta-base
47543	Profane	Severe	Community	xlm-roberta-base
68799	Political Hate	Little to None	None	xlm-roberta-base
102894	None	Little to None	None	xlm-roberta-base
636696	Abusive	Mild	Community	xlm-roberta-base
679057	None	Little to None	None	xlm-roberta-base
713777	Abusive	Mild	Community	xlm-roberta-base
668140	Abusive	Mild	Community	xlm-roberta-base
916913	None	Little to None	None	xlm-roberta-base
38010	None	Little to None	None	xlm-roberta-base
366690	None	Little to None	None	xlm-roberta-base
918194	None	Little to None	None	xlm-roberta-base
15744	Religious Hate	Severe	Community	xlm-roberta-base
239990	None	Little to None	None	xlm-roberta-base
665762	None	Little to None	None	xlm-roberta-base
479808	None	Little to None	None	xlm-roberta-base
219312	Profane	Severe	Organization	xlm-roberta-base
274037	Abusive	Mild	Individual	xlm-roberta-base
93681	Abusive	Mild	Community	xlm-roberta-base
384430	None	Little to None	None	xlm-roberta-base
102849	Political Hate	Mild	Organization	xlm-roberta-base
283260	None	Little to None	None	xlm-roberta-base
528373	Profane	Severe	Individual	xlm-roberta-base
385396	Abusive	Little to None	None	xlm-roberta-base
770384	Abusive	Mild	Society	xlm-roberta-base
904869	None	Little to None	None	xlm-roberta-base
294348	None	Little to None	None	xlm-roberta-base
470285	Abusive	Mild	Individual	xlm-roberta-base
355971	None	Little to None	None	xlm-roberta-base
935492	Abusive	Mild	Organization	xlm-roberta-base
149248	None	Little to None	None	xlm-roberta-base
110482	Profane	Severe	Community	xlm-roberta-base
225945	Abusive	Mild	Individual	xlm-roberta-base
106681	None	Little to None	None	xlm-roberta-base
775515	None	Little to None	None	xlm-roberta-base
856071	Abusive	Severe	Individual	xlm-roberta-base
688414	Abusive	Severe	Community	xlm-roberta-base
410010	None	Little to None	None	xlm-roberta-base
134884	Political Hate	Mild	Organization	xlm-roberta-base
492381	None	Little to None	None	xlm-roberta-base
354715	None	Little to None	None	xlm-roberta-base
108293	Abusive	Little to None	None	xlm-roberta-base
258110	None	Little to None	None	xlm-roberta-base
742169	None	Little to None	None	xlm-roberta-base
165073	Abusive	Severe	Community	xlm-roberta-base
643417	None	Little to None	None	xlm-roberta-base
907692	Abusive	Little to None	Individual	xlm-roberta-base
275280	None	Little to None	None	xlm-roberta-base
384895	Political Hate	Mild	Society	xlm-roberta-base
123383	None	Little to None	None	xlm-roberta-base
917707	None	Little to None	None	xlm-roberta-base
745450	None	Little to None	None	xlm-roberta-base
803867	None	Little to None	None	xlm-roberta-base
847701	None	Little to None	None	xlm-roberta-base
649145	None	Little to None	None	xlm-roberta-base
43392	None	Little to None	None	xlm-roberta-base
49441	Abusive	Mild	Society	xlm-roberta-base
275691	Political Hate	Little to None	None	xlm-roberta-base
391670	Political Hate	Severe	Organization	xlm-roberta-base
314138	Abusive	Mild	Individual	xlm-roberta-base
839026	None	Little to None	None	xlm-roberta-base
157218	Profane	Severe	Individual	xlm-roberta-base
778108	None	Little to None	None	xlm-roberta-base
870715	None	Little to None	None	xlm-roberta-base
616055	None	Little to None	None	xlm-roberta-base
668381	None	Little to None	None	xlm-roberta-base
489761	Abusive	Mild	Community	xlm-roberta-base
185761	Abusive	Mild	Society	xlm-roberta-base
100167	Political Hate	Mild	Organization	xlm-roberta-base
315072	Abusive	Mild	Community	xlm-roberta-base
738286	None	Little to None	None	xlm-roberta-base
338348	None	Little to None	None	xlm-roberta-base
765870	None	Little to None	None	xlm-roberta-base
82863	Abusive	Mild	Organization	xlm-roberta-base
593341	Profane	Severe	Individual	xlm-roberta-base
301636	None	Little to None	None	xlm-roberta-base
727090	Abusive	Little to None	None	xlm-roberta-base
101307	None	Little to None	None	xlm-roberta-base
584003	Political Hate	Little to None	Organization	xlm-roberta-base
339635	Abusive	Little to None	Individual	xlm-roberta-base
212165	Political Hate	Mild	Individual	xlm-roberta-base
874594	Abusive	Mild	Community	xlm-roberta-base
716544	Abusive	Mild	Individual	xlm-roberta-base
432071	Abusive	Severe	Society	xlm-roberta-base
824273	None	Little to None	None	xlm-roberta-base
556833	Abusive	Little to None	None	xlm-roberta-base
121793	None	Little to None	None	xlm-roberta-base
621848	Political Hate	Severe	Organization	xlm-roberta-base
901748	Abusive	Mild	Individual	xlm-roberta-base
379127	Abusive	Little to None	None	xlm-roberta-base
797584	Abusive	Severe	Society	xlm-roberta-base
701390	Abusive	Little to None	Community	xlm-roberta-base
74565	None	Little to None	None	xlm-roberta-base
274380	None	Little to None	None	xlm-roberta-base
341397	None	Little to None	None	xlm-roberta-base
930015	None	Little to None	None	xlm-roberta-base
421289	Political Hate	Mild	Organization	xlm-roberta-base
844379	Abusive	Severe	Individual	xlm-roberta-base
726196	Abusive	Severe	Society	xlm-roberta-base
909760	Abusive	Mild	Community	xlm-roberta-base
242972	None	Little to None	None	xlm-roberta-base
455032	None	Little to None	None	xlm-roberta-base
166291	None	Little to None	None	xlm-roberta-base
748814	None	Little to None	None	xlm-roberta-base
276461	Abusive	Mild	Society	xlm-roberta-base
462154	None	Little to None	None	xlm-roberta-base
640026	None	Little to None	None	xlm-roberta-base
515649	Abusive	Mild	Individual	xlm-roberta-base
356054	None	Little to None	None	xlm-roberta-base
376227	None	Little to None	None	xlm-roberta-base
326378	None	Little to None	None	xlm-roberta-base
187405	Political Hate	Mild	Organization	xlm-roberta-base
415419	None	Little to None	None	xlm-roberta-base
908300	Profane	Severe	Individual	xlm-roberta-base
415991	None	Little to None	None	xlm-roberta-base
232905	None	Little to None	None	xlm-roberta-base
698594	None	Little to None	None	xlm-roberta-base
422977	Political Hate	Little to None	None	xlm-roberta-base
841903	Profane	Severe	Community	xlm-roberta-base
760929	Political Hate	Little to None	Society	xlm-roberta-base
27236	None	Little to None	None	xlm-roberta-base
593596	None	Little to None	None	xlm-roberta-base
610062	Abusive	Mild	Organization	xlm-roberta-base
152602	None	Little to None	None	xlm-roberta-base
91377	Abusive	Severe	Individual	xlm-roberta-base
836207	None	Little to None	None	xlm-roberta-base
383825	Abusive	Little to None	Society	xlm-roberta-base
430895	None	Little to None	None	xlm-roberta-base
598432	None	Little to None	None	xlm-roberta-base
56326	Abusive	Mild	Community	xlm-roberta-base
648234	None	Little to None	None	xlm-roberta-base
391087	None	Little to None	None	xlm-roberta-base
221646	Abusive	Little to None	Individual	xlm-roberta-base
432131	None	Little to None	None	xlm-roberta-base
76027	None	Little to None	None	xlm-roberta-base
714390	None	Little to None	None	xlm-roberta-base
754896	None	Little to None	None	xlm-roberta-base
634128	Abusive	Severe	Individual	xlm-roberta-base
652223	None	Little to None	None	xlm-roberta-base
76903	Abusive	Mild	Individual	xlm-roberta-base
522714	Abusive	Mild	Individual	xlm-roberta-base
277521	None	Little to None	None	xlm-roberta-base
207665	Political Hate	Mild	Organization	xlm-roberta-base
741524	Abusive	Mild	Community	xlm-roberta-base
890767	None	Little to None	None	xlm-roberta-base
107833	Political Hate	Severe	Individual	xlm-roberta-base
778538	Religious Hate	Little to None	None	xlm-roberta-base
531830	Abusive	Mild	Individual	xlm-roberta-base
202262	None	Little to None	None	xlm-roberta-base
847770	Religious Hate	Mild	Community	xlm-roberta-base
896431	None	Little to None	None	xlm-roberta-base
438900	Profane	Severe	Organization	xlm-roberta-base
373867	None	Little to None	None	xlm-roberta-base
591905	None	Little to None	None	xlm-roberta-base
703607	None	Little to None	None	xlm-roberta-base
935236	Profane	Severe	Individual	xlm-roberta-base
366459	None	Little to None	None	xlm-roberta-base
563337	None	Little to None	None	xlm-roberta-base
207001	None	Little to None	None	xlm-roberta-base
224924	Political Hate	Mild	Organization	xlm-roberta-base
523426	None	Little to None	None	xlm-roberta-base
700614	None	Little to None	None	xlm-roberta-base
10147	None	Little to None	None	xlm-roberta-base
171764	Political Hate	Mild	Organization	xlm-roberta-base
165343	None	Little to None	None	xlm-roberta-base
848454	Abusive	Mild	Individual	xlm-roberta-base
282788	Political Hate	Little to None	None	xlm-roberta-base
876428	None	Little to None	None	xlm-roberta-base
271961	None	Little to None	None	xlm-roberta-base
806071	Political Hate	Little to None	Society	xlm-roberta-base
487580	None	Little to None	None	xlm-roberta-base
747986	None	Little to None	None	xlm-roberta-base
633199	Abusive	Mild	Community	xlm-roberta-base
291974	None	Little to None	None	xlm-roberta-base
393508	Political Hate	Mild	Individual	xlm-roberta-base
48773	Profane	Severe	Community	xlm-roberta-base
825755	Abusive	Mild	Community	xlm-roberta-base
832701	None	Little to None	None	xlm-roberta-base
813713	None	Little to None	None	xlm-roberta-base
628510	None	Little to None	None	xlm-roberta-base
280650	None	Little to None	None	xlm-roberta-base
848448	None	Little to None	None	xlm-roberta-base
45499	None	Little to None	None	xlm-roberta-base
334153	Abusive	Mild	Individual	xlm-roberta-base
93565	Political Hate	Severe	Individual	xlm-roberta-base
103396	None	Little to None	None	xlm-roberta-base
866150	Profane	Severe	Organization	xlm-roberta-base
664350	None	Little to None	None	xlm-roberta-base
484324	None	Little to None	None	xlm-roberta-base
205386	None	Little to None	None	xlm-roberta-base
559709	None	Little to None	None	xlm-roberta-base
277969	Political Hate	Mild	Organization	xlm-roberta-base
894098	Abusive	Mild	Individual	xlm-roberta-base
255790	Sexism	Mild	Individual	xlm-roberta-base
575468	None	Little to None	None	xlm-roberta-base
711644	None	Little to None	None	xlm-roberta-base
336681	None	Little to None	None	xlm-roberta-base
160199	None	Little to None	None	xlm-roberta-base
60462	None	Little to None	None	xlm-roberta-base
842795	None	Little to None	None	xlm-roberta-base
534433	Abusive	Little to None	Individual	xlm-roberta-base
431742	Abusive	Severe	Individual	xlm-roberta-base
136545	Abusive	Severe	Community	xlm-roberta-base
579541	None	Little to None	None	xlm-roberta-base
499244	None	Little to None	None	xlm-roberta-base
719788	None	Little to None	None	xlm-roberta-base
448251	Political Hate	Mild	Society	xlm-roberta-base
465175	Abusive	Mild	Organization	xlm-roberta-base
301951	None	Little to None	None	xlm-roberta-base
292815	None	Little to None	None	xlm-roberta-base
22587	Abusive	Severe	Individual	xlm-roberta-base
574904	None	Little to None	None	xlm-roberta-base
177589	None	Little to None	None	xlm-roberta-base
471700	None	Little to None	None	xlm-roberta-base
804066	None	Little to None	None	xlm-roberta-base
930236	Abusive	Severe	Individual	xlm-roberta-base
54502	Political Hate	Mild	Organization	xlm-roberta-base
823660	None	Little to None	None	xlm-roberta-base
775457	None	Little to None	None	xlm-roberta-base
136794	None	Little to None	None	xlm-roberta-base
875714	None	Little to None	None	xlm-roberta-base
938944	None	Little to None	None	xlm-roberta-base
814786	Abusive	Mild	Individual	xlm-roberta-base
271235	Political Hate	Mild	Organization	xlm-roberta-base
457839	Abusive	Severe	Community	xlm-roberta-base
702770	None	Little to None	None	xlm-roberta-base
315726	None	Little to None	None	xlm-roberta-base
623897	Political Hate	Mild	Organization	xlm-roberta-base
868097	Abusive	Mild	Community	xlm-roberta-base
696872	Abusive	Mild	Society	xlm-roberta-base
926301	None	Little to None	None	xlm-roberta-base
841184	None	Little to None	None	xlm-roberta-base
653425	None	Little to None	None	xlm-roberta-base
458157	None	Little to None	None	xlm-roberta-base
778865	None	Little to None	None	xlm-roberta-base
102483	None	Little to None	None	xlm-roberta-base
812839	Political Hate	Mild	Society	xlm-roberta-base
765043	None	Little to None	None	xlm-roberta-base
688726	Abusive	Mild	Individual	xlm-roberta-base
274836	None	Little to None	None	xlm-roberta-base
588784	Abusive	Little to None	Individual	xlm-roberta-base
444189	Abusive	Little to None	Organization	xlm-roberta-base
96657	Political Hate	Severe	Organization	xlm-roberta-base
428897	None	Little to None	None	xlm-roberta-base
452247	None	Little to None	None	xlm-roberta-base
450854	None	Little to None	None	xlm-roberta-base
783310	Profane	Severe	Society	xlm-roberta-base
557948	Profane	Severe	Individual	xlm-roberta-base
13596	Abusive	Little to None	None	xlm-roberta-base
698973	Abusive	Mild	Community	xlm-roberta-base
334302	None	Little to None	None	xlm-roberta-base
332710	None	Little to None	None	xlm-roberta-base
877626	Profane	Severe	Community	xlm-roberta-base
613070	Abusive	Severe	Community	xlm-roberta-base
765379	None	Little to None	None	xlm-roberta-base
205042	None	Little to None	None	xlm-roberta-base
79577	None	Little to None	None	xlm-roberta-base
375840	Religious Hate	Severe	Community	xlm-roberta-base
621790	None	Little to None	Society	xlm-roberta-base
416094	None	Little to None	None	xlm-roberta-base
906942	Abusive	Little to None	Individual	xlm-roberta-base
907600	None	Little to None	None	xlm-roberta-base
387822	None	Little to None	None	xlm-roberta-base
912318	None	Little to None	None	xlm-roberta-base
715769	None	Little to None	None	xlm-roberta-base
115266	Abusive	Severe	Society	xlm-roberta-base
359621	None	Little to None	None	xlm-roberta-base
502011	None	Little to None	None	xlm-roberta-base
8916	None	Little to None	None	xlm-roberta-base
788091	Profane	Severe	Individual	xlm-roberta-base
53949	Abusive	Mild	Individual	xlm-roberta-base
743341	Abusive	Mild	Organization	xlm-roberta-base
173717	Profane	Severe	None	xlm-roberta-base
301208	Political Hate	Mild	Individual	xlm-roberta-base
53060	Profane	Severe	Individual	xlm-roberta-base
434313	None	Little to None	None	xlm-roberta-base
704825	None	Little to None	None	xlm-roberta-base
833372	None	Little to None	None	xlm-roberta-base
103216	Abusive	Mild	Organization	xlm-roberta-base
38708	Political Hate	Little to None	Organization	xlm-roberta-base
823184	Abusive	Severe	Society	xlm-roberta-base
717825	None	Little to None	None	xlm-roberta-base
621058	None	Little to None	None	xlm-roberta-base
339276	Profane	Severe	Organization	xlm-roberta-base
100344	None	Little to None	None	xlm-roberta-base
621974	None	Little to None	None	xlm-roberta-base
816458	Profane	Severe	Organization	xlm-roberta-base
686929	Abusive	Little to None	Individual	xlm-roberta-base
503923	None	Little to None	None	xlm-roberta-base
136094	None	Little to None	None	xlm-roberta-base
614900	None	Little to None	None	xlm-roberta-base
151191	None	Little to None	None	xlm-roberta-base
857651	Abusive	Mild	Individual	xlm-roberta-base
813553	None	Little to None	None	xlm-roberta-base
638381	Profane	Severe	Individual	xlm-roberta-base
461957	None	Little to None	None	xlm-roberta-base
3050	None	Little to None	None	xlm-roberta-base
674325	None	Little to None	None	xlm-roberta-base
582779	None	Little to None	None	xlm-roberta-base
422149	None	Little to None	None	xlm-roberta-base
560191	None	Little to None	None	xlm-roberta-base
276129	None	Little to None	None	xlm-roberta-base
660322	None	Little to None	None	xlm-roberta-base
576091	None	Little to None	None	xlm-roberta-base
929412	Abusive	Mild	Individual	xlm-roberta-base
610645	None	Little to None	None	xlm-roberta-base
845453	None	Little to None	None	xlm-roberta-base
534207	Abusive	Little to None	None	xlm-roberta-base
279670	None	Little to None	None	xlm-roberta-base
8211	None	Little to None	None	xlm-roberta-base
422483	Profane	Severe	Individual	xlm-roberta-base
201554	Political Hate	Mild	Organization	xlm-roberta-base
927564	Abusive	Mild	Society	xlm-roberta-base
84613	None	Little to None	None	xlm-roberta-base
883789	None	Little to None	None	xlm-roberta-base
157085	Abusive	Mild	Individual	xlm-roberta-base
636326	Abusive	Mild	Community	xlm-roberta-base
27238	None	Little to None	Society	xlm-roberta-base
301302	Political Hate	Little to None	Organization	xlm-roberta-base
225647	Abusive	Little to None	None	xlm-roberta-base
508257	Profane	Severe	Individual	xlm-roberta-base
828042	None	Little to None	None	xlm-roberta-base
136261	None	Little to None	None	xlm-roberta-base
184663	Profane	Severe	Community	xlm-roberta-base
260819	Political Hate	Mild	Organization	xlm-roberta-base
320771	None	Little to None	None	xlm-roberta-base
844495	Abusive	Mild	Individual	xlm-roberta-base
729147	Religious Hate	Mild	Society	xlm-roberta-base
743037	None	Little to None	None	xlm-roberta-base
900468	None	Little to None	None	xlm-roberta-base
282801	None	Little to None	None	xlm-roberta-base
146859	None	Little to None	None	xlm-roberta-base
572067	Political Hate	Little to None	Organization	xlm-roberta-base
820729	Abusive	Mild	Society	xlm-roberta-base
916273	None	Little to None	None	xlm-roberta-base
362728	None	Little to None	None	xlm-roberta-base
785536	None	Little to None	None	xlm-roberta-base
510199	Abusive	Mild	Individual	xlm-roberta-base
602001	Profane	Severe	Organization	xlm-roberta-base
455771	Abusive	Mild	Community	xlm-roberta-base
314619	None	Little to None	None	xlm-roberta-base
654236	Abusive	Mild	Community	xlm-roberta-base
41825	Abusive	Severe	Community	xlm-roberta-base
273692	None	Little to None	None	xlm-roberta-base
516444	Abusive	Little to None	Organization	xlm-roberta-base
790177	None	Little to None	None	xlm-roberta-base
568968	Abusive	Severe	Individual	xlm-roberta-base
588029	None	Little to None	None	xlm-roberta-base
394528	None	Little to None	None	xlm-roberta-base
157640	None	Little to None	None	xlm-roberta-base
348925	Abusive	Severe	Individual	xlm-roberta-base
267892	None	Little to None	None	xlm-roberta-base
390592	None	Little to None	None	xlm-roberta-base
33767	None	Little to None	None	xlm-roberta-base
103647	None	Little to None	None	xlm-roberta-base
160816	None	Little to None	None	xlm-roberta-base
426405	None	Little to None	None	xlm-roberta-base
415104	None	Little to None	None	xlm-roberta-base
934561	None	Little to None	None	xlm-roberta-base
804104	Political Hate	Mild	Organization	xlm-roberta-base
114367	None	Little to None	None	xlm-roberta-base
487158	Political Hate	Mild	Organization	xlm-roberta-base
597402	None	Little to None	None	xlm-roberta-base
602348	None	Little to None	None	xlm-roberta-base
748229	None	Little to None	None	xlm-roberta-base
360900	Profane	Severe	Society	xlm-roberta-base
766260	Abusive	Mild	Community	xlm-roberta-base
95028	None	Little to None	None	xlm-roberta-base
4537	Abusive	Mild	Individual	xlm-roberta-base
626559	None	Little to None	None	xlm-roberta-base
742807	None	Little to None	None	xlm-roberta-base
935564	Profane	Severe	Organization	xlm-roberta-base
49664	Religious Hate	Severe	Society	xlm-roberta-base
332817	None	Little to None	None	xlm-roberta-base
657618	None	Little to None	None	xlm-roberta-base
682896	None	Little to None	None	xlm-roberta-base
583961	Abusive	Mild	Individual	xlm-roberta-base
56204	None	Little to None	None	xlm-roberta-base
861101	None	Little to None	None	xlm-roberta-base
816088	Political Hate	Mild	Society	xlm-roberta-base
596947	Abusive	Severe	Individual	xlm-roberta-base
35763	None	Little to None	None	xlm-roberta-base
441727	None	Little to None	None	xlm-roberta-base
509376	Religious Hate	Mild	Society	xlm-roberta-base
601134	Political Hate	Severe	Organization	xlm-roberta-base
321412	None	Little to None	None	xlm-roberta-base
792470	None	Little to None	None	xlm-roberta-base
86277	Abusive	Mild	Organization	xlm-roberta-base
670330	None	Little to None	None	xlm-roberta-base
687332	None	Little to None	None	xlm-roberta-base
830544	None	Little to None	None	xlm-roberta-base
851447	Abusive	Mild	Community	xlm-roberta-base
333618	Abusive	Severe	Individual	xlm-roberta-base
778102	Abusive	Mild	Community	xlm-roberta-base
891964	Profane	Severe	Organization	xlm-roberta-base
484737	None	Little to None	None	xlm-roberta-base
573692	Abusive	Mild	Individual	xlm-roberta-base
730950	None	Little to None	None	xlm-roberta-base
246433	None	Little to None	None	xlm-roberta-base
682873	Abusive	Mild	Individual	xlm-roberta-base
395061	None	Little to None	None	xlm-roberta-base
68902	Political Hate	Little to None	Society	xlm-roberta-base
99514	None	Little to None	None	xlm-roberta-base
326993	None	Little to None	None	xlm-roberta-base
813381	None	Little to None	None	xlm-roberta-base
171914	None	Little to None	None	xlm-roberta-base
278385	None	Little to None	None	xlm-roberta-base
878840	None	Little to None	None	xlm-roberta-base
624224	Political Hate	Little to None	Organization	xlm-roberta-base
208938	Abusive	Mild	Society	xlm-roberta-base
821083	None	Little to None	None	xlm-roberta-base
51737	None	Little to None	None	xlm-roberta-base
310267	Abusive	Severe	Individual	xlm-roberta-base
610440	Political Hate	Mild	Community	xlm-roberta-base
287375	None	Little to None	None	xlm-roberta-base
767104	None	Little to None	None	xlm-roberta-base
646050	None	Little to None	None	xlm-roberta-base
629714	Profane	Severe	Community	xlm-roberta-base
645705	Abusive	Mild	Community	xlm-roberta-base
841185	Abusive	Little to None	None	xlm-roberta-base
537952	Abusive	Mild	Individual	xlm-roberta-base
429469	Abusive	Little to None	Individual	xlm-roberta-base
454168	Profane	Severe	Organization	xlm-roberta-base
312920	None	Little to None	None	xlm-roberta-base
876932	None	Little to None	None	xlm-roberta-base
502862	None	Little to None	None	xlm-roberta-base
225623	Political Hate	Severe	Organization	xlm-roberta-base
457310	None	Little to None	None	xlm-roberta-base
881144	None	Little to None	None	xlm-roberta-base
397367	Political Hate	Little to None	None	xlm-roberta-base
148513	None	Little to None	None	xlm-roberta-base
134781	None	Little to None	None	xlm-roberta-base
626757	None	Little to None	None	xlm-roberta-base
380702	None	Little to None	None	xlm-roberta-base
228882	Abusive	Mild	Community	xlm-roberta-base
764313	Abusive	Mild	Society	xlm-roberta-base
64543	Political Hate	Severe	Community	xlm-roberta-base
563101	Political Hate	Severe	Organization	xlm-roberta-base
692558	None	Little to None	None	xlm-roberta-base
37238	None	Little to None	None	xlm-roberta-base
332204	None	Little to None	None	xlm-roberta-base
201393	Political Hate	Mild	Organization	xlm-roberta-base
296747	None	Little to None	None	xlm-roberta-base
830793	None	Little to None	None	xlm-roberta-base
845825	None	Little to None	None	xlm-roberta-base
653118	Abusive	Mild	Organization	xlm-roberta-base
586993	None	Little to None	None	xlm-roberta-base
207127	Profane	Severe	Individual	xlm-roberta-base
185297	None	Little to None	None	xlm-roberta-base
384599	None	Little to None	None	xlm-roberta-base
250757	None	Little to None	None	xlm-roberta-base
674011	None	Little to None	None	xlm-roberta-base
